,Country,year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Continent
154,Syria,2015,3.4619128704071045,8.441536903381348,0.46391287446022034,55.20000076293945,0.44827085733413696,0.044834915548563004,0.685236930847168,0.36943960189819336,0.64258873462677,Asia
155,Qatar,2015,6.3745293617248535,11.485614776611328,,68.30000305175781,,,,,,Asia
156,Bhutan,2015,5.082128524780273,9.218923568725586,0.8475744128227234,60.20000076293945,0.8301015496253967,0.2774123549461365,0.6339557766914368,0.8096414804458618,0.3115893006324768,Asia
157,Sudan,2014,4.138672828674316,8.317068099975586,0.8106155395507812,55.119998931884766,0.3900958001613617,-0.06339464336633682,0.793785035610199,0.5408450365066528,0.3027249872684479,Africa
158,Angola,2014,3.7948379516601562,9.016735076904297,0.7546154856681824,54.599998474121094,0.3745415508747101,-0.167722687125206,0.8340756297111511,0.5785171389579773,0.36786413192749023,Africa
159,Belize,2014,5.955646514892578,8.883127212524414,0.7569324970245361,62.220001220703125,0.8735690712928772,0.021995628252625465,0.7821053862571716,0.7549773454666138,0.2816044092178345,North America
160,Suriname,2012,6.269286632537842,9.79708480834961,0.7972620725631714,62.2400016784668,0.8854884505271912,-0.07717316597700119,0.7512828707695007,0.7642226815223694,0.2503649890422821,South America
161,Somaliland region,2012,5.057314395904541,,0.786291241645813,,0.7582190036773682,,0.3338317275047302,0.7351891398429871,0.15242822468280792,
162,Oman,2011,6.852982044219971,10.382461547851562,,65.5,0.9162930250167847,0.02490849234163761,,,0.2951641082763672,Asia
163,Djibouti,2011,4.3691935539245605,7.880099296569824,0.6329732537269592,54.70000076293945,0.7464394569396973,-0.05731891468167305,0.5189301371574402,0.5793028473854065,0.1805926263332367,Africa
164,Guyana,2007,5.992826461791992,8.77328872680664,0.8487651944160461,57.2599983215332,0.6940056681632996,0.11003703624010086,0.8355690836906433,0.7675405740737915,0.29641976952552795,South America
165,Cuba,2006,5.417868614196777,,0.9695951342582703,68.44000244140625,0.28145793080329895,,,0.6467117667198181,0.27660152316093445,North America
